id,latitude,longitude,iata
6613,43.6445,-72.086998,
6614,40.739956,-74.136128,
45537,33.008611,-104.540278,
506122,34.196264,-77.919917,
6615,38.76390076,-119.0270004,
6616,41.692415,-73.93683,
347920,39.497455,-84.313851,
6617,40.730267,-82.802022,
6618,35.294498,-98.636496,
345166,34.391667,-96.690833,
6619,43.119301,-121.044997,
6620,40.655602,-80.050903,
6621,40.93059921,-77.73889923,
6622,41.59590149,-76.02960205,
6623,35.03210068,-81.25279999,
6624,32.69419861,-97.11579895,
6625,32.737598,-96.428001,
6626,34.9958992,-89.73059845,
6627,32.7285,-97.324501,
340858,29.012067,-95.402119,
6628,32.388115,-96.877398,
6629,38.849785,-115.634987,
6630,38.30830002,-109.3960037,
6631,39.125,-77.92500305,
6632,46.66320038,-123.8119965,
6633,44.00999832,-90.3891983,
6634,48.21340179,-122.6849976,
45900,47.518178,-122.210908,
6635,44.348312,-104.8106,
46288,30.007222,-97.853333,
6636,32.02019882,-95.74549866,
335815,61.506147,-149.912825,
6637,61.876907,-150.097626,
6638,30.37150002,-87.76439667,
43030,34.822445,-92.44442,
6640,32.376401,-109.936996,
6641,33.58250046,-118.1289978,
6642,34.12960052,-90.52400208,
6643,34.761101,-119.058998,
6644,37.6432991,-106.0469971,
6645,41.91960144,-72.44450378,
6646,28.52669907,-81.87480164,
341544,30.950976,-86.635555,
45347,30.642527,-86.118779,
6648,34.20259857,-83.42900085,
6649,34.1753006,-84.92440033,
6650,21.35839,-157.94789,
6651,42.05609894,-93.87799835,
6652,44.55550003,-115.3050003,
6653,40.06230164,-86.21050262,
6654,40.20890045,-85.540802,
6655,42.27460098,-87.95729828,
6656,39.22219849,-96.05529785,
327110,38.181441,-83.443319,
6657,38.190282,-84.906442,
6658,32.531491,-93.659939,
6659,30.14830017,-91.91899872,
6660,41.419601,-70.927002,
322099,38.672544,-76.709739,
6661,43.537467,-70.930685,
6662,43.15710068,-85.14849854,
6663,48.686527,-96.191976,
6664,39.04999924,-91.03350067,
6665,34.095701,-90.846131,
6666,47.2374,-111.74304,
6667,36.655612,-93.802387,
45686,35.540477,-80.598047,
6668,41.07450104,-96.90450287,
6669,44.65710068,-71.21910095,
6670,40.55730057,-74.46710205,
506036,35.592197,-77.377372,
6671,41.299551,-118.926709,
6672,43.13259888,-75.65550232,
6673,41.37639999,-83.08329773,
6674,41.80199814,-80.56539917,
6675,35.458401,-97.525297,
337183,34.811412,-95.307727,
6676,45.68149948,-121.3160019,
6677,40.403596,-77.556602,
6678,40.438301,-79.769997,
6679,40.06959915,-75.4552002,
6680,18.464924,-66.363773,
6681,41.90063,-77.230025,
6682,32.760211,-81.225872,
6683,45.76910019,-112.9820023,
6684,28.722177,-95.875813,
6685,32.395401,-96.86419678,
6686,35.780355,-86.585521,
6687,32.747601,-97.370003,
6688,33.370403,-101.922882,
6689,41.369336,-113.841019,
6690,38.43569946,-77.85720062,
6691,36.63880157,-82.11669922,
6692,47.15230179,-122.0940018,
6693,45.0318985,-92.65579987,
6694,48.74580002,-119.3190002,
330393,33.591319,-95.882864,
6695,30.100941,-97.672607,
325508,61.556055,-149.284527,
6696,60.72722244,-151.132782,
6697,34.662604,-86.046774,
6698,34.35760117,-92.78849792,
6699,31.430971,-110.088087,
6700,32.779484,-117.006952,
6701,40.211608,-104.744781,
6702,27.35309982,-81.40809631,
6703,30.8288,-85.731003,
6704,26.683716,-80.186561,
322717,32.561626,-81.85509,
6705,39.644199,-83.018204,
6706,41.581902,-92.461304,
6707,44.793965,-116.531543,
6708,37.9620018,-87.77890015,
6709,41.40230179,-87.8167038,
6710,40.18000031,-86.01249695,
6711,38.904999,-90.173401,
6712,39.86470032,-95.26409912,
6713,37.796085,-87.53859,
6714,30.19960022,-91.12789917,
6715,32.1590004,-91.70800018,
6716,44.32089996,-69.88950348,
6717,42.393431,-72.551553,
6718,39.518427,-76.346022,
6719,44.084251,-70.626905,
6720,43.55089951,-83.86219788,
6721,43.62519836,-95.22470093,
6722,37.884499,-93.131599,
6723,32.31880188,-90.8832016,
6724,47.267327,-111.71748,
6725,38.4925,-94.412498,
4650,11.222219,169.851429,UTK
6726,34.10430145,-77.90419769,
6727,48.62639999,-97.82900238,
6728,41.54639816,-99.33119965,
6729,42.81539917,-71.12439728,
6730,40.668713,-74.410152,
345364,36.862377,-104.442853,
345707,35.63027,-78.50392,
6731,40.58440018,-115.2979965,
6732,40.958308,-72.717326,
6733,41.416933,-83.018339,
6734,41.420312,-81.599552,
6735,36.041259,-96.161517,
348548,35.012334,-97.702735,
6736,45.85540009,-117.4840012,
6737,40.16289902,-75.46569824,
6738,41.066861,-76.180806,
322892,39.065931,-94.938417,
6739,40.849998,-77.905602,
6740,45.40179825,-122.2289963,
6741,33.86500168,-78.66190338,
6742,30.262699,-96.500198,
6743,27.490812,-98.669615,
6744,35.92250061,-83.57939911,
6745,31.4658,-100.43397,
341551,29.632117,-95.932481,
6746,29.580929,-95.30508,
6747,37.114384,-109.99014,
6748,38.66460037,-77.57969666,
6749,47.40819931,-117.3720016,
6750,44.028873,-88.883945,
6751,45.875,-120.6699982,
348415,48.524894,-122.912394,
345757,31.7574,-106.346895,
6752,31.31809998,-100.7539978,
325443,60.535833,-150.811387,
6753,33.62639999,-85.96720123,
509055,61.737511,-148.700724,
6754,34.574319,-92.586047,
6755,36.147197,-109.560771,
6756,34.5639,-117.675003,
6757,33.08169937,-116.4410019,
6758,41.75510025,-73.05239868,
6759,32.098801,-98.525325,
6760,25.55870056,-80.51509857,
324859,27.929372,-82.336981,
6761,29.240353,-81.222525,
6762,39.91120148,-83.188797,
6763,41.0882988,-92.05460358,
6764,43.877015,-116.538365,
6765,41.1306,-84.994102,
6766,40.63750076,-89.00700378,
45410,41.701389,-85.113056,
6767,40.17860031,-88.56900024,
6768,38.978901,-95.219704,
6769,37.13510132,-85.78939819,
6770,30.051001,-90.703848,
6771,42.13610077,-88.28759766,
6772,30.44610023,-91.1053009,
6773,42.810908,-71.140959,
6774,39.51810074,-75.8214035,
6775,44.66669846,-69.89389801,
6776,42.53450012,-84.62830353,
6777,47.9858017,-94.68689728,
6778,39.301201,-91.4515,
6779,32.940537,-90.836683,
6780,47.13749778,-106.488095,
6781,35.73920059,-78.78220367,
6782,41.15999985,-101.2990036,
6783,39.59680176,-75.23349762,
347887,34.775671,-77.392244,
6784,35.75550079,-115.6650009,
6785,42.26229858,-73.69619751,
45733,45.530833,-123.085556,
6786,41.2477,-81.100701,
6787,36.11529922,-97.07949829,
6788,44.74990082,-120.2009964,
6789,39.87929916,-75.22879791,
6790,40.0306619,-75.63021,
6791,34.842188,-82.60714,
325773,44.993124,-101.243011,
6792,30.270262,-97.745275,
6793,29.699687,-95.39069,
6794,36.18330002,-82.67890167,
6795,30.553284,-97.605358,
342438,29.713072,-99.545642,
6796,31.732779,-97.369326,
6797,37.006689,-110.794701,
6798,38.0990833,-106.1743889,
6799,36.898,-82.078,
6800,37.706546,-77.201621,
6801,44.40110016,-72.26360321,
6802,46.0228,-92.895401,
6803,47.581795,-117.437131,
6804,42.52339935,-88.01670074,
45903,46.95835,-119.63864,
6805,39.65361111,-79.95611111,
334249,33.283933,-98.402861,
6806,32.5821,-97.142502,
6807,61.66830063,-149.1880035,
6808,31.23119926,-85.64969635,
45302,36.000633,-93.57025,
6809,32.683452,-114.634346,
6810,47.158901,-67.931999,
6811,34.136516,-118.714685,
6812,38.6106987,-122.3909988,
6813,40.214984,-104.984423,
6814,41.77370071,-73.11620331,
6815,30.91889954,-86.21829987,
6816,25.96089935,-80.1391983,
6817,26.52018,-81.41031,
6818,32.07139969,-84.71440125,
6819,43.13750076,-93.06829834,
6820,45.914101,-114.835999,
6821,41.028702,-84.9972,
6822,41.15670013,-88.01670074,
6823,39.64199829,-86.5042038,
6824,39.72589874,-89.26399994,
6825,37.26620102,-95.959198,
346026,38.187091,-84.93011,
6826,37.53575,-84.407303,
6827,32.265301,-91.6978,
6828,41.749228,-87.935783,
6829,31.252148,-92.47569,
6830,34.71979,-97.214237,
6831,42.69120026,-70.91230011,
6832,39.244232,-76.198661,
6833,44.6570015,-67.55919647,
345550,42.236433,-83.276421,
322876,47.5175001,-92.2302778,
6834,36.429798,-89.680099,
6835,32.32973,-90.16273,
329892,45.815368,-111.152163,
6836,34.008099,-78.2911,
6837,41.72219849,-98.30899811,
6838,42.9239006,-70.95140076,
6839,40.7140007,-74.03150177,
324404,39.0311,-114.088219,
6840,43.55199814,-76.09020233,
347917,44.059531,-123.118951,
429744,40.184513,-81.920564,
6841,41.28839874,-81.96260071,
6842,35.8534,-97.567497,
6843,45.44428,-117.34722,
6844,39.9548,-75.178201,
6845,40.30009842,-76.85800171,
6846,40.143075,-77.86221,
6847,45.85150146,-123.2419968,
6848,29.8090992,-96.26509857,
6849,30.7220993,-97.79139709,
6850,35.556998,-89.552903,
6851,33.12929916,-97.3585968,
6852,32.128974,-97.404582,
6853,37.033626,-110.315778,
6854,37.41109848,-105.552002,
6855,37.2242012,-78.41860199,
6856,45.01330185,-73.08670044,
6857,47.64820099,-117.4140015,
6858,42.65110016,-88.74590302,
45907,48.702222,-118.0475,
338863,35.863631,-101.970944,
6859,33.07929993,-91.54319763,
6860,46.30379868,-95.4394989,
338864,60.540256,-150.813827,
45272,61.627619,-149.575331,
6861,31.38839912,-85.97239685,
6862,35.54449844,-92.18489838,
6863,33.287759,-111.751454,
6864,44.907001,-68.805,
6865,34.868942,-116.832024,
6866,35.15719986,-118.2890015,
6867,37.385754,-103.691482,
6868,26.90839958,-80.3289032,
6869,28.64170074,-81.88500214,
6870,27.953527,-82.806222,
6871,33.7533989,-84.16210175,
6872,38.4333992,-86.69110107,
6873,41.84140015,-91.83429718,
6874,43.46269989,-116.3590012,
6875,41.59949875,-88.86990356,
6877,40.54639816,-91.27429962,
6878,37.69580078,-97.37249756,
6879,37.525902,-83.344901,
6880,29.84606,-90.03216,
6881,41.872301,-88.491982,
6882,30.70789909,-91.32019806,
6883,42.69060135,-71.60900116,
6884,39.291401,-76.546303,
322276,44.415247,-70.844275,
6885,42.251025,-84.391319,
6887,39.23059845,-94.80439758,
6888,48.558696,-112.117095,
6889,41.431999,-74.391602,
6890,34.82749939,-78.93029785,
6891,46.74890137,-101.6689987,
6892,40.68000031,-95.86170197,
6893,42.92839813,-70.97309875,
6894,39.950102,-74.999603,
324414,39.098333,-114.150277,
6895,42.836797,-76.437614,
6896,41.1147995,-80.65699768,
6897,41.50979996,-80.59120178,
6898,39.73479843,-84.38220215,
6899,36.54169846,-94.83360291,
6900,45.46509933,-123.0800018,
6901,41.995792,-78.288152,
45764,40.382733,-76.772533,
6902,40.40230179,-79.9213028,
6903,29.941065,-96.245298,
6904,37.581088,-97.2575,
6905,30.90850067,-97.11689758,
6906,30.31270027,-95.02690125,
6907,35.69729996,-86.95690155,
6908,32.120701,-96.179101,
340868,30.860024,-100.201996,
6909,30.057919,-95.812489,
6910,38.24900055,-78.8553009,
6911,47.68629837,-117.197998,
6912,45.662701,-92.450203,
15372,46.92499924,-122.5530014,
350921,33.445914,-96.57079,
6913,33.322933,-97.045019,
6914,45.83000183,-96.16059875,
318194,61.695964,-149.954903,
6915,31.12520027,-85.97910309,
6916,35.194339,-92.802473,
6917,33.5667,-112.069,
6918,44.44800186,-68.56970215,
6919,35.138949,-119.451463,
6920,39.49769974,-121.7710037,
6921,39.2635994,-104.427002,
6922,41.4529,-72.249603,
6923,43.064499,-82.723801,
6924,25.3253994,-80.27480316,OCA
6925,30.417999,-83.283796,
6926,26.6054,-81.859497,
6927,33.674263,-83.764637,
6928,39.05870056,-86.44609833,
355064,40.647888,-95.02135,
6929,42.274991,-113.301229,
6930,39.01060104,-85.64080048,
6931,39.57369995,-85.91390228,
6932,41.11259842,-98.05169678,
6933,37.73419952,-96.93669891,
6934,38.08060074,-85.69329834,
6935,29.937099,-90.183701,
6936,32.51825,-91.989093,
6937,41.91699982,-70.70950317,
6938,39.60829926,-77.05190277,
6939,43.73830032,-70.33920288,
6940,43.86420059,-85.02390289,
6941,44.05500031,-95.90950012,
6942,38.655553,-93.624458,
6943,48.42110062,-106.5279999,
6944,40.0168,-77.003899,
6945,34.83319855,-80.75119781,
6946,43.17559814,-72.06390381,
6947,40.793666,-73.994863,
324410,39.102239,-114.053472,
6948,42.66640091,-74.76499939,
6949,39.9373,-81.683503,
6950,34.63339996,-99.03369904,
6951,45.42179871,-122.6200027,
45747,40.998889,-78.125278,
349103,18.489403,-67.026333,
6952,39.77280045,-99.36009979,
6953,29.240519,-95.344658,
6954,27.72109985,-97.51280212,
6955,35.5685997,-84.2410965,
6956,30.625381,-97.571425,
6957,33.18399811,-96.44799805,
310114,41.716667,-112.447222,
6958,36.81959915,-78.78309631,
6959,44.44720078,-72.91470337,
6960,47.651637,-117.424477,
6961,42.965302,-88.391502,
346208,44.960084,-106.105925,
341553,29.906488,-97.214397,
6962,32.54219818,-97.39170074,
6963,46.95550156,-93.59690094,
45248,61.568743,-149.725757,
332752,30.243717,-87.754678,
6964,35.142046,-90.190212,
6965,33.417669,-111.838835,
6966,44,-69.88710022,
6967,38.695211,-120.826086,
6968,37.85960007,-120.5540009,
45316,36.172031,-119.306181,
6969,38.73249817,-104.0410004,
6970,41.89599991,-73.0931015,
6971,34.53179932,-96.23310089,
6972,26.57979965,-81.48370361,
6973,27.36310005,-80.77279663,
6974,27.08449936,-81.3286972,
6975,40.11090088,-81.52619934,
6976,31.42580032,-81.2858963,
6977,43.56930161,-116.7770004,
6978,41.645085,-85.426386,
6979,41.577,-89.793999,
45416,41.223056,-85.830556,
6980,37.97779846,-89.20290375,
6981,39.03469849,-97.58000183,
334339,37.628414,-87.946994,
6982,36.97259903,-84.62609863,
6983,29.95299911,-90.18260193,
6984,41.07529831,-88.48919678,
6985,30.40829,-92.033444,
6986,42.29399872,-71.49620056,
6987,39.388411,-76.610815,
6988,44.81539,-70.34851,
6989,42.734474,-84.536046,
6990,47.66939926,-93.05439758,
6991,37.395599,-94.283798,
6992,34.66220093,-89.86830139,
6993,47.065679,-108.809624,
6994,40.29180145,-76.32879639,
6995,36.06760025,-80.46559906,
6996,47.32310104,-102.0979996,
6997,42.43170166,-97.07949829,
6998,44.06129837,-71.13580322,
6999,40.76259995,-74.30400085,
345570,35.217541,-82.426,
7000,41.36809921,-74.50559998,
7001,41.29169846,-80.56369781,
7002,34.93149948,-95.25830078,
327859,35.408087,-98.605477,
7003,42.83929825,-121.1169968,
7004,41.055358,-75.512039,
7005,40.04589844,-76.28079987,
7006,41.489498,-71.620598,
345365,43.325923,-98.345152,
7007,29.97842,-98.258418,
7008,29.975331,-98.742451,
334331,35.298914,-86.474357,
7009,26.881331,-98.504885,
343404,30.308803,-99.022228,
7010,32.85789,-97.744303,
7011,41.515701,-115.860001,
7012,37.55400085,-79.74980164,
7013,47.574299,-122.547997,
7014,43.04359818,-90.35510254,
322194,30.479253,-96.504031,
7015,29.10810089,-95.77749634,
329058,62.969888,-150.75375,
45270,61.589361,-149.847333,
352228,32.842385,-87.890523,
7016,33.27320099,-93.23989868,
7017,31.924848,-110.040007,
7018,36.205514,-121.132541,
7019,39.11380005,-121.0569992,
45317,36.182556,-119.313572,
7020,38.055275,-103.650769,
7021,27.24559975,-81.4131012,
7022,28.67110062,-82.08730316,
7023,27.049955,-81.970739,
7024,31.120995,-83.67063,
7025,48.60580063,-93.3707962,
7026,41.745441,-92.411547,
7027,45.10390091,-114.8550034,
7028,38.44729996,-86.44499969,
7029,41.536183,-88.052279,
7030,41.1208992,-85.42500305,
7031,42.26499939,-89.07430267,
7032,38.70700073,-95.13829803,
7033,38.23899841,-85.63939667,
7034,29.126972,-90.206659,
7035,42.4681015,-88.74320221,
7036,30.82439995,-91.38459778,
7037,42.3042984,-71.50589752,
7038,43.34080124,-70.85469818,
7039,42.70809937,-84.56079865,
7040,44.779999,-95.663109,
7041,37.3783989,-93.36329651,
7042,41.83259964,-73.87599945,
7043,35.32929993,-79.02999878,
7044,41.33330154,-96.19360352,
7045,40.65370178,-74.68650055,
324843,35.650122,-79.650311,
7046,41.92890167,-74.04889679,
7047,36.35449982,-95.86389923,
7048,45.587235,-121.163827,
7049,40.82699966,-77.98809814,
7050,40.56200027,-75.1427002,
7051,48.84090042,-117.2839966,
14580,33.282101,-97.497002,
7052,32.262923,-97.863764,
7053,35.94169998,-83.94400024,
7054,29.48240089,-103.1650009,
7055,30.737626,-102.02332,
7056,36.97650146,-80.49389648,
7057,38.09080124,-78.98500061,
7058,38.868612,-77.008367,
7059,47.71039963,-117.4069977,
7060,44.00360107,-91.30760193,
7061,29.43300056,-98.49220276,
7062,44.8166008,-93.01550293,
322435,59.403055,-136.013611,
325323,60.491537,-151.235253,
7063,61.934601,-162.899994,PQS
7064,64.39214,-146.861823,
7065,61.616966,-149.320893,
45273,61.725556,-150.678611,
7066,62.03590012,-150.4940033,
7067,61.355352,-142.731832,
7068,61.80108,-147.945156,
7069,59.776005,-150.963285,
7070,64.895835,-147.497501,
7071,61.33259964,-150.0590057,
7072,34.68840027,-86.58889771,
7073,30.44389915,-87.6568985,
7074,33.27500153,-85.83329773,
7075,31.43059921,-86.94029999,
7076,34.442141,-85.755793,
7077,31.03219986,-87.25279999,
7078,31.12719917,-87.07330322,
7079,34.00830078,-85.96530151,
7080,33.46390152,-86.77310181,
7081,34.84999847,-87.63249969,
7082,36.181509,-94.137252,
7083,35.0947,-93.202003,
7084,35.18853,-90.30359,
7085,35.898998,-93.261001,
7086,36.40929,-94.46005,
7087,35.83620071,-90.70179749,
7088,34.48149872,-93.03099823,
7089,33.94899,-91.175141,
7090,33.94884,-93.88024,
7091,36.40010071,-93.74349976,
7092,33.481187,-112.03976,
7093,32.302114,-111.32412,
7094,33.778166,-113.640625,
7095,32.9823,-112.287003,
7096,33.865944,-112.603265,
7097,33.482963,-112.079301,
7098,33.445318,-111.964567,
7099,44.76369858,-68.76779938,
7100,44.117724,-72.826867,
7101,39.4878006,-94.78050232,
7102,41.77090073,-88.70339966,
7103,43.575666,-85.284182,
7104,41.521999,-89.132599,
7105,41.51950073,-88.60559845,
7106,40.63819885,-74.97570038,
7107,33.923302,-118.241997,
7108,34.98830032,-120.4580002,
7109,34.049778,-118.456257,
7110,34.58750153,-120.0130005,
7111,34.6222,-120.065002,
7112,33.14310074,-116.7450027,
7113,32.7494444,-116.0161111,
7114,33.756779,-118.0854,
7115,33.413347,-116.843255,
7116,35.592797,-120.338058,
7117,38.745155,-108.047973,
7118,40.2610917,-103.7963389,
7119,38.65250015,-104.2340012,
7120,40.34799957,-104.5279999,
7121,40.14630127,-104.887001,
7122,37.490501,-104.143997,
7123,39.97169876,-105.0849991,
7124,40.003917,-105.07185,
7125,38.07109833,-102.6090012,
7126,39.60309982,-105.0910034,
7127,37.11800003,-119.913002,
7128,34.56940079,-117.5559998,
7129,32.593834,-117.084872,
7130,32.633457,-116.890565,
7131,34.157179,-118.254637,
7132,33.67060089,-117.8580017,
7133,34.694584,-118.277106,
7134,34.054901,-118.264967,
7135,35.591104,-117.631323,
7136,33.74110031,-117.151001,
322308,37.452178,-120.764758,
324643,39.228622,-121.688265,
7137,40.181606,-105.124774,
7138,40.03329849,-105.1240005,
7139,38.851918,-106.928341,CSE
7140,39.8894,-104.544997,
7141,40.58990097,-105.0459976,
7142,39.830995,-103.592463,
7143,38.2193985,-108.2129974,
7144,40.58549881,-105.0400009,
7145,40.20830154,-105.0130005,
7146,37.65829849,-106.0339966,
7147,41.881232,-73.480699,
7148,41.48479843,-72.7562027,
7149,41.71699905,-72.22589874,
7150,41.66159821,-72.78790283,
7151,41.50619888,-72.93979645,
7152,41.7745018,-72.6989975,
7153,41.59680176,-72.70449829,
7154,41.188408,-73.1667,
7155,41.405297,-73.445165,
7156,41.75450134,-72.67870331,
7157,40.475215,-96.986275,
7158,40.79059982,-83.82910156,
315634,44.958035,-84.958859,
7159,40.754734,-93.242447,
7160,25.81734,-80.340416,
7161,27.3039,-81.880403,
45349,30.119753,-83.592732,
345994,27.075744,-81.071125,
320961,28.5727778,-81.6286111,
347505,26.39841,-81.414667,
7162,29.26757,-81.223331,
7163,30.213844,-85.871916,
7164,25.960055,-80.240248,
7165,30.49640083,-86.09380341,
7166,29.360774,-82.204803,
7167,30.82019997,-86.3443985,
7168,27.90749931,-80.48639679,
7169,30.65209961,-86.10939789,
7170,26.707834,-81.175549,
7171,29.983299,-82.835602,
7172,28.78779984,-81.16419983,
7173,29.60280037,-82.98169708,
7174,30.70499992,-85.37830353,
7175,28.45859909,-81.34970093,
7176,27.806199,-82.141365,
7177,28.61030006,-81.41940308,
7178,30.19389915,-81.68190002,
7179,26.393051,-81.02874,
7180,43.103199,-78.7033,
7181,47.8263,-90.3835,
7182,33.35620117,-84.36710358,
7183,34.47790146,-82.89710236,
7184,34.37789917,-82.9457016,
7185,33.77009964,-85.06079865,
7186,33.812901,-83.505699,
7187,34.45479965,-84.28910065,
7188,33.73339844,-83.81880188,
7189,33.683399,-84.999901,
7190,30.88031,-83.414443,
7191,32.71390152,-84.02749634,
7192,33.78210068,-84.80079651,
7193,31.66550064,-83.44709778,
7194,34.90470123,-85.45970154,
7195,33.33140182,-84.26670074,
7196,34.5617981,-83.71350098,
7197,33.52030182,-82.37249756,
7198,32.69390106,-81.79859924,
7199,40.4216,-91.706299,
7200,39.47669983,-87.09970093,
509601,41.284675,-85.703814,
7201,41.31689835,-93.09600067,
7202,42.05830002,-94.86830139,
7203,41.71549988,-94.93859863,
7204,42.435066,-92.327621,
7205,41.027897,-91.063442,
7206,40.87220001,-93.26270294,
7207,41.659698,-92.289902,
7208,41.03889847,-94.46690369,
7209,42.22800064,-91.75099945,
7210,40.83340073,-91.30010223,
7211,43.60639954,-115.1070023,
7212,42.64120102,-114.6050034,
7213,44.44290161,-113.7730026,
7214,43.07580185,-115.6729965,
7215,43.04769897,-114.4700012,
7216,43.05310059,-116.461998,
7217,45.173791,-113.891423,
45394,43.230308,-116.763192,
45387,45.775705,-116.180463,
329280,46.785278,-116.471131,
7218,40.258381,-85.253348,
7219,40.428101,-86.153297,
7220,41.45729828,-86.12439728,
7221,40.6278,-86.037804,
7222,40.65950012,-86.85720062,
7223,41.64335,-85.830131,
7224,39.79560089,-85.78610229,
7225,41.32479858,-87.47589874,
7226,39.532612,-86.576729,
7227,38.08670044,-88.53890228,
7228,41.86090088,-87.83640289,
45950,38.803056,-88.997778,
7229,40.157001,-87.6745,
7230,41.818743,-88.007677,
323339,41.221865,-89.947788,
7231,41.960636,-88.721781,
352229,39.782917,-88.546708,
7232,41.872501,-88.723701,
7233,41.853699,-88.786513,
7234,38.5,-87.59590149,
7235,40.82780075,-85.08609772,
7236,41.113035,-86.664963,
7237,41.127405,-84.953306,
7238,38.329378,-86.033431,
7239,39.922501,-86.226097,
7240,39.837299,-86.118597,
7241,37.99322,-87.94855,
7242,41.48109818,-90.5714035,
7243,42.0931015,-87.8526001,
7244,41.660089,-89.694443,
7245,39.764081,-88.671212,
7246,37.36560059,-89.16359711,
7247,39.936012,-91.398659,
7248,41.70840073,-89.20290375,
7249,31.600093,-85.238353,
7250,29.61800003,-82.50869751,
345693,38.422373,-83.752604,
7251,36.178496,-95.580468,
7252,38.63330078,-95.9253006,
7253,38.560001,-95.309097,
7254,38.5667,-95.366898,
7255,38.807239,-95.370056,
354111,38.450666,-98.797646,
7256,37.452202,-97.317802,
7257,37.69279861,-97.88639832,
7258,37.38249969,-95.37470245,
7259,37.51589966,-96.9197998,
7260,38.62279892,-84.77890015,
7261,36.7655983,-86.61830139,
7262,37.50559998,-86.83750153,
7263,38.561404,-83.952795,
7264,37.56439972,-87.08190155,
7265,36.812346,-86.377427,
7266,38.268299,-82.577499,
7267,36.63610077,-88.99859619,
7268,37.117199,-83.736099,
7269,37.113602,-82.803596,
7270,37.4858017,-117.1910019,
7271,37.722114,-117.236363,
7272,31.923824,-92.646091,
7273,30.003515,-93.401005,
7274,30.22940063,-90.9733963,
7275,30.278,-90.963203,
7276,32.7492981,-93.87349701,
7277,32.86410141,-93.98899841,
7278,29.258868,-89.964541,
7279,29.2586,-89.959198,
7280,29.254738,-89.96732,
7281,32.252942,-92.718795,
7282,30.5862999,-90.8615036,
7283,42.265259,-88.727754,
7284,39.09420013,-90.31340027,
7285,40.73889923,-90.38069916,
7286,39.05500031,-90.34210205,
